Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Georgia,Macon,4,29,2010,59.0
North America,US,Georgia,Columbus,12,27,2010,33.9
North America,US,North Dakota,Bismarck,2,19,2010,22.0
North America,US,Florida,Orlando,1,17,2010,70.6
Europe,Norway,,Oslo,9,28,2010,41.5
Asia,Pakistan,,Karachi,3,26,2010,81.5
North America,US,Utah,Salt Lake City,4,16,2010,58.4
North America,US,North Carolina,Greensboro,5,22,2010,69.7
North America,US,Montana,Billings,12,10,2010,36.4
South/Central America & Carribean,Nicaragua,,Managua,1,31,2010,81.0
North America,US,Alabama,Montgomery,6,7,2010,81.0
North America,US,Louisiana,New Orleans,7,20,2010,84.5
South/Central America & Carribean,Panama,,Panama City,12,23,2010,76.6
Asia,Pakistan,,Karachi,2,3,2010,72.4
North America,US,North Carolina,Greensboro,6,11,2010,79.3
North America,US,Texas,Waco,4,6,2010,73.3
North America,US,Texas,Austin,3,31,2010,66.8
North America,US,Washington,Spokane,4,16,2010,57.9
Australia/South Pacific,Australia,,Canberra,10,22,2010,61.4
Asia,Vietnam,,Hanoi,12,31,2010,64.1
Africa,Tanzania,,Dar Es Salaam,7,27,2010,74.8
Europe,Germany,,Hamburg,3,7,2010,-99.0
North America,US,Maine,Portland,8,24,2010,65.0
Europe,Finland,,Helsinki,7,4,2010,67.8
North America,US,Ohio,Cincinnati,2,16,2010,22.5
Africa,Egypt,,Cairo,7,28,2010,84.0
North America,US,Georgia,Columbus,8,25,2010,84.5
North America,US,Texas,Lubbock,6,11,2010,84.5
North America,US,Texas,Abilene,10,28,2010,56.9
Asia,Myanmar (Burma),,Rangoon,7,2,2010,82.4
North America,US,Maine,Caribou,11,26,2010,26.7
North America,US,Ohio,Cleveland,3,1,2010,35.6
Asia,Japan,,Sapporo,3,5,2010,32.3
Europe,United Kingdom,,London,5,8,2010,46.8
North America,US,Arkansas,Little Rock,2,16,2010,30.9
North America,US,Pennsylvania,Philadelphia,4,17,2010,54.8
Europe,Austria,,Vienna,2,23,2010,36.8
South/Central America & Carribean,Brazil,,Brasilia,6,7,2010,68.3
North America,US,Mississippi,Tupelo,4,8,2010,63.0
Europe,Switzerland,,Bern,2,3,2010,39.9
North America,US,Pennsylvania,Wilkes Barre,11,16,2010,48.3
Africa,Zambia,,Lusaka,8,10,2010,64.8
Europe,Iceland,,Reykjavik,10,17,2010,47.4
Asia,Taiwan,,Taipei,4,21,2010,81.3
Africa,Senegal,,Dakar,12,2,2010,79.5
North America,US,Louisiana,Baton Rouge,7,21,2010,84.3
Asia,Malaysia,,Kuala Lumpur,7,23,2010,85.9
North America,US,Virginia,Roanoke,5,7,2010,68.8
Europe,France,,Paris,8,21,2010,74.4
North America,US,Pennsylvania,Philadelphia,7,30,2010,77.5
Europe,Germany,,Munich,4,16,2010,48.1
Asia,Japan,,Tokyo,6,26,2010,78.0
Middle East,Lebanon,,Beirut,12,18,2010,62.8
North America,US,Kansas,Wichita,7,12,2010,81.2
North America,US,Michigan,Flint,8,1,2010,72.9
North America,US,Arizona,Tucson,7,3,2010,94.0
North America,US,Michigan,Detroit,5,20,2010,66.4
North America,US,California,Fresno,9,3,2010,84.7
North America,US,Colorado,Denver,9,26,2010,67.1
South/Central America & Carribean,Dominican Republic,,Santo Domingo,5,1,2010,83.6
North America,US,Wyoming,Casper,10,3,2010,57.5
South/Central America & Carribean,Costa Rica,,San Jose,6,19,2010,71.5
Europe,United Kingdom,,Belfast,2,26,2010,37.9
North America,US,Florida,Miami Beach,7,9,2010,84.8
Asia,Indonesia,,Jakarta,4,20,2010,87.1
Africa,Madagascar,,Antananarivo,8,12,2010,57.0
Africa,Guinea-Bissau,,Bissau,7,29,2010,78.5
North America,US,Wisconsin,Milwaukee,6,18,2010,74.8
Europe,Belgium,,Brussels,7,14,2010,69.8
Africa,Sierra Leone,,Freetown,3,30,2010,85.3
Asia,Vietnam,,Hanoi,6,14,2010,90.8
Europe,Germany,,Munich,5,11,2010,57.0
Asia,Japan,,Osaka,7,14,2010,77.8
North America,US,New Hampshire,Concord,2,6,2010,18.8
North America,US,South Dakota,Rapid City,9,7,2010,54.3
Europe,Sweden,,Stockholm,11,23,2010,31.0
Asia,Laos,,Vientiane,9,20,2010,84.0
Europe,Slovakia,,Bratislava,11,25,2010,37.9
North America,US,South Dakota,Sioux Falls,10,20,2010,50.7
Asia,India,,Delhi,12,13,2010,58.4
North America,Canada,,Ottawa,1,5,2010,15.9
North America,US,Texas,San Angelo,10,21,2010,74.1
Africa,Benin,,Cotonou,3,11,2010,86.8
North America,US,Oklahoma,Tulsa,1,17,2010,42.0
North America,US,Colorado,Grand Junction,4,7,2010,40.0
Europe,Hungary,,Budapest,10,17,2010,48.4
North America,US,Pennsylvania,Harrisburg,4,4,2010,60.9
North America,US,New York,Syracuse,8,1,2010,69.4
Australia/South Pacific,New Zealand,,Auckland,12,23,2010,66.8
Europe,Ukraine,,Kiev,7,8,2010,71.3
North America,US,Illinois,Springfield,3,14,2010,45.7
Europe,Belarus,,Minsk,9,15,2010,57.9
North America,US,Michigan,Detroit,3,3,2010,33.5
North America,US,South Carolina,Charleston,2,8,2010,41.3
Asia,China,,Beijing,5,23,2010,76.2
North America,US,Utah,Salt Lake City,4,26,2010,51.0
Africa,Togo,,Lome,1,6,2010,84.1
North America,US,Florida,Miami Beach,10,26,2010,81.5
Asia,Indonesia,,Jakarta,7,5,2010,83.8
North America,Canada,,Edmonton,12,23,2010,-1.6
North America,US,California,Fresno,1,17,2010,51.8
Africa,Morocco,,Rabat,12,24,2010,51.8
North America,US,Idaho,Pocatello,12,2,2010,28.2
North America,US,Pennsylvania,Erie,9,25,2010,64.2
North America,US,Massachusetts,Boston,1,12,2010,29.3
Asia,Pakistan,,Islamabad,6,29,2010,79.7
North America,US,West Virginia,Elkins,4,5,2010,55.6
North America,US,Tennessee,Memphis,3,9,2010,56.9
Asia,Uzbekistan,,Tashkent,9,14,2010,69.1
Africa,Benin,,Cotonou,6,9,2010,78.7
Asia,India,,Delhi,12,29,2010,59.0
South/Central America & Carribean,Brazil,,Brasilia,12,4,2010,77.1
North America,US,North Carolina,Charlotte,7,18,2010,79.8
North America,Mexico,,Guadalajara,6,25,2010,-99.0
Europe,Spain,,Barcelona,8,13,2010,70.8
North America,US,Missouri,St Louis,10,4,2010,52.4
North America,US,Colorado,Colorado Springs,10,12,2010,48.1
North America,US,Alabama,Montgomery,7,13,2010,85.9
North America,US,Illinois,Peoria,9,21,2010,77.0
North America,Canada,,Regina,6,20,2010,63.9
Africa,Nigeria,,Niamey,7,29,2010,83.0
North America,US,Michigan,Grand Rapids,7,11,2010,75.7
North America,US,Ohio,Akron Canton,12,12,2010,35.5
Europe,Spain,,Barcelona,12,24,2010,48.9
North America,US,Texas,El Paso,10,12,2010,68.2
North America,Canada,,Quebec,9,18,2010,52.2
North America,US,Texas,Dallas Ft Worth,3,9,2010,59.8
Australia/South Pacific,Australia,,Brisbane,6,10,2010,56.3
Europe,Ukraine,,Kiev,9,15,2010,64.6
North America,US,Texas,Brownsville,7,21,2010,85.6
North America,US,Texas,El Paso,4,1,2010,72.0
North America,US,Texas,Lubbock,11,9,2010,63.0
Asia,Kazakhstan,,Almaty,6,6,2010,69.8
North America,US,Oregon,Portland,3,20,2010,55.9
North America,US,District of Columbia,Washington,7,8,2010,88.4
South/Central America & Carribean,Brazil,,Rio de Janeiro,9,6,2010,70.7
North America,US,Oregon,Eugene,1,18,2010,44.9
South/Central America & Carribean,Belize,,Belize City,7,14,2010,86.7
North America,US,Ohio,Cleveland,11,4,2010,44.8
North America,US,Nevada,Reno,8,20,2010,75.2
South/Central America & Carribean,Brazil,,Brasilia,7,28,2010,67.8
North America,US,Ohio,Akron Canton,2,14,2010,24.3
North America,US,New Mexico,Albuquerque,6,18,2010,80.0
North America,US,California,San Diego,8,2,2010,66.0
South/Central America & Carribean,Brazil,,Rio de Janeiro,7,20,2010,73.2
North America,US,Florida,Daytona Beach,7,26,2010,83.8
South/Central America & Carribean,Bolivia,,La Paz,8,31,2010,44.1
South/Central America & Carribean,Barbados,,Bridgetown,3,3,2010,82.8
North America,US,Oregon,Portland,1,21,2010,47.8
North America,US,Wyoming,Casper,12,7,2010,33.3
Europe,Iceland,,Reykjavik,10,11,2010,51.3
Europe,United Kingdom,,Belfast,4,13,2010,51.3
North America,US,Ohio,Cleveland,1,9,2010,21.7
North America,US,South Carolina,Charleston,3,30,2010,61.3
North America,US,Florida,West Palm Beach,10,12,2010,79.2
North America,US,Mississippi,Tupelo,10,18,2010,61.7
South/Central America & Carribean,Brazil,,Rio de Janeiro,11,7,2010,73.7
North America,US,Nebraska,Lincoln,12,23,2010,28.0
North America,US,Massachusetts,Boston,8,9,2010,73.1
North America,US,Michigan,Lansing,11,8,2010,43.4
Africa,Gabon,,Libreville,6,26,2010,78.2
Africa,Malawi,,Lilongwe,8,21,2010,64.6
Europe,Belgium,,Brussels,3,30,2010,49.1
North America,US,North Carolina,Asheville,2,3,2010,36.9
North America,US,Nebraska,Omaha,11,2,2010,44.4
Africa,Ivory Coast,,Abidjan,9,20,2010,78.7
North America,US,Wisconsin,Milwaukee,9,8,2010,59.7
Europe,France,,Bordeaux,11,18,2010,47.7
Africa,Sierra Leone,,Freetown,4,25,2010,88.2
Asia,India,,Chennai (Madras),5,30,2010,90.4
North America,US,Colorado,Pueblo,5,12,2010,52.5
North America,US,Indiana,Evansville,11,13,2010,54.1
Middle East,Turkey,,Istanbul,3,30,2010,52.5
North America,US,Ohio,Columbus,11,13,2010,50.4
North America,US,New Jersey,Atlantic City,1,4,2010,27.6
Asia,India,,Delhi,7,22,2010,86.6
North America,US,Ohio,Toledo,11,2,2010,36.3
Asia,Kazakhstan,,Almaty,11,12,2010,40.2
Europe,Switzerland,,Bern,6,9,2010,71.1
North America,US,District of Columbia,Washington,6,19,2010,79.2
North America,US,Colorado,Denver,1,2,2010,26.4
North America,US,North Dakota,Bismarck,7,24,2010,66.1
North America,US,Missouri,St Louis,11,9,2010,60.5
Australia/South Pacific,Australia,,Brisbane,6,13,2010,59.6
North America,Canada,,Winnipeg,9,12,2010,54.9
Asia,Vietnam,,Hanoi,4,17,2010,65.8
Middle East,Jordan,,Amman,6,23,2010,76.4
Asia,Kazakhstan,,Almaty,12,6,2010,8.9
Europe,Ukraine,,Kiev,9,18,2010,56.6
Europe,United Kingdom,,Belfast,12,4,2010,31.1
North America,US,Nevada,Reno,9,1,2010,66.2
North America,US,Maryland,Baltimore,6,14,2010,82.0
North America,US,Florida,Tallahassee,9,11,2010,83.9
North America,US,Kansas,Topeka,11,5,2010,41.6
Asia,Philippines,,Manila,9,29,2010,85.0
North America,US,North Carolina,Greensboro,8,22,2010,79.6
Europe,Poland,,Warsaw,1,16,2010,13.8
North America,US,Nevada,Las Vegas,12,30,2010,43.8
North America,Canada,,Vancouver,8,7,2010,61.2
North America,US,Utah,Salt Lake City,12,7,2010,38.5
North America,US,Kentucky,Louisville,10,25,2010,67.8
Asia,India,,Bombay (Mumbai),10,22,2010,82.5
Europe,France,,Bordeaux,8,12,2010,66.4
North America,US,Tennessee,Nashville,9,17,2010,75.6
Asia,Indonesia,,Jakarta,12,21,2010,81.1
North America,US,Kansas,Topeka,1,29,2010,20.8
North America,US,Texas,San Angelo,9,10,2010,86.4
Asia,Japan,,Tokyo,6,18,2010,73.2
North America,US,West Virginia,Charleston,4,21,2010,60.5
North America,US,Alabama,Birmingham,9,16,2010,81.5
North America,US,Maryland,Baltimore,12,23,2010,35.3
North America,US,Alabama,Birmingham,10,26,2010,77.2
North America,US,Ohio,Youngstown,7,26,2010,68.8
Asia,Uzbekistan,,Tashkent,12,24,2010,34.4
North America,US,Maryland,Washington DC,6,13,2010,81.7
North America,US,Ohio,Akron Canton,5,17,2010,55.5
North America,US,Michigan,Detroit,8,30,2010,75.1
North America,US,Indiana,Indianapolis,7,29,2010,75.9
North America,US,Arizona,Phoenix,5,12,2010,68.4
Africa,Namibia,,Windhoek,8,28,2010,74.4
Africa,Tanzania,,Dar Es Salaam,7,18,2010,75.2
North America,US,Iowa,Sioux City,2,5,2010,30.6
North America,US,Virginia,Norfolk,5,12,2010,71.1
Asia,Thailand,,Bangkok,2,19,2010,84.2
Asia,Sri Lanka,,Colombo,3,14,2010,83.7
North America,US,Alaska,Fairbanks,3,10,2010,-3.9
Asia,Thailand,,Bangkok,3,24,2010,88.0
North America,US,Missouri,St Louis,4,15,2010,75.4
North America,US,Kentucky,Lexington,5,12,2010,68.4
Europe,Czech Republic,,Prague,8,29,2010,54.4
North America,US,Colorado,Colorado Springs,5,16,2010,52.1
North America,US,Virginia,Roanoke,5,2,2010,78.0
Europe,Slovakia,,Bratislava,1,31,2010,28.8
North America,Canada,,Ottawa,3,22,2010,37.4
Africa,Uganda,,Kampala,3,22,2010,72.6
North America,US,Louisiana,Shreveport,2,23,2010,41.5
North America,US,Louisiana,Lake Charles,5,21,2010,82.0
North America,US,Maine,Caribou,1,14,2010,5.2
North America,US,Virginia,Norfolk,7,30,2010,77.4
North America,US,Alaska,Juneau,6,1,2010,61.2
North America,US,Tennessee,Chattanooga,7,27,2010,78.7
Asia,India,,Calcutta,11,17,2010,81.5
Asia,Malaysia,,Kuala Lumpur,4,7,2010,85.4
North America,US,Oregon,Medford,8,1,2010,70.4
Asia,Bangladesh,,Dhaka,6,23,2010,-99.0
North America,US,Texas,San Antonio,9,23,2010,79.1
North America,US,Kansas,Goodland,3,30,2010,65.0
Middle East,United Arab Emirates,,Abu Dhabi,5,13,2010,91.3
North America,US,Indiana,South Bend,4,5,2010,58.9
Europe,Belgium,,Brussels,6,15,2010,57.8
South/Central America & Carribean,Suriname,,Paramaribo,1,22,2010,78.7
North America,US,Maine,Caribou,2,3,2010,-3.5
Middle East,Saudi Arabia,,Riyadh,12,26,2010,56.8
North America,US,New Hampshire,Concord,6,27,2010,69.1
North America,US,Montana,Helena,1,29,2010,17.7
North America,Mexico,,Monterrey,12,19,2010,59.6
South/Central America & Carribean,Cuba,,Havana,12,1,2010,68.4
Europe,United Kingdom,,London,9,5,2010,61.9
Africa,Zambia,,Lusaka,10,20,2010,77.6
Europe,Yugoslavia,,Belgrade,12,6,2010,43.1
North America,US,Ohio,Cleveland,7,13,2010,75.4
Africa,Mauritania,,Nouakchott,1,13,2010,73.7
North America,US,Ohio,Akron Canton,3,17,2010,45.0
North America,US,Minnesota,Duluth,9,9,2010,46.9
North America,US,Alabama,Birmingham,6,14,2010,82.9
North America,US,Nevada,Reno,3,23,2010,48.6
North America,US,Texas,Wichita Falls,9,8,2010,73.5
North America,US,Alaska,Fairbanks,2,3,2010,-16.8
Europe,Hungary,,Budapest,7,31,2010,70.5
Asia,Hong Kong,,Hong Kong,2,24,2010,75.2
North America,US,Montana,Helena,8,8,2010,71.5
North America,US,Colorado,Pueblo,7,3,2010,80.7
North America,US,Illinois,Springfield,12,12,2010,21.3
Africa,Benin,,Cotonou,10,31,2010,81.5
North America,US,Wisconsin,Green Bay,9,9,2010,54.4
North America,US,Idaho,Pocatello,4,5,2010,39.5
North America,US,Michigan,Grand Rapids,10,6,2010,55.1
Europe,Hungary,,Budapest,9,8,2010,56.6
Asia,Indonesia,,Jakarta,1,9,2010,79.9
North America,US,Pennsylvania,Harrisburg,9,14,2010,66.1
Europe,Switzerland,,Bern,11,10,2010,44.5
North America,Canada,,Vancouver,3,5,2010,44.8
North America,US,California,Los Angeles,4,5,2010,56.5
Europe,Croatia,,Zagreb,11,25,2010,32.9
North America,US,Alabama,Mobile,8,11,2010,85.1
North America,US,Tennessee,Chattanooga,1,10,2010,25.2
North America,US,Kansas,Wichita,5,8,2010,53.3
South/Central America & Carribean,Brazil,,Sao Paulo,5,28,2010,62.0
North America,US,Washington,Spokane,9,11,2010,54.0
Asia,China,,Guangzhou,7,3,2010,90.1
Africa,Ethiopia,,Addis Ababa,8,19,2010,58.6
North America,US,Arkansas,Fort Smith,1,2,2010,32.3
North America,US,Alabama,Mobile,11,23,2010,70.6
Europe,Belarus,,Minsk,9,25,2010,55.5
Asia,Turkmenistan,,Ashabad,3,22,2010,43.3
North America,Mexico,,Mexico City,11,6,2010,48.8
Africa,Gambia,,Banjul,8,31,2010,80.3
North America,US,Pennsylvania,Allentown,10,23,2010,48.4
Middle East,Turkey,,Istanbul,4,3,2010,54.4
North America,US,Texas,Midland Odessa,10,17,2010,67.7
Asia,Mongolia,,Ulan-bator,8,13,2010,50.6
Asia,Japan,,Tokyo,12,29,2010,46.7
North America,US,Indiana,Evansville,8,17,2010,77.2
North America,US,Illinois,Peoria,2,15,2010,18.8
North America,US,Maryland,Washington DC,7,26,2010,81.4
Europe,Macedonia,,Skopje,10,30,2010,36.1
North America,US,Texas,Dallas Ft Worth,3,13,2010,55.8
Africa,Namibia,,Windhoek,4,4,2010,74.8
North America,US,Indiana,Fort Wayne,4,19,2010,49.7
North America,US,Pennsylvania,Wilkes Barre,4,29,2010,51.3
Asia,Nepal,,Katmandu,5,2,2010,72.2
South/Central America & Carribean,Uruguay,,Montvideo,9,13,2010,53.2
South/Central America & Carribean,Guyana,,Georgetown,7,30,2010,-99.0
North America,US,Oklahoma,Tulsa,8,7,2010,84.1
North America,US,Texas,El Paso,2,4,2010,46.3
North America,US,South Dakota,Sioux Falls,7,7,2010,71.1
North America,US,New Jersey,Newark,3,14,2010,47.3
South/Central America & Carribean,Bolivia,,La Paz,12,31,2010,47.7
Africa,Senegal,,Dakar,6,15,2010,79.5
North America,US,Pennsylvania,Allentown,4,7,2010,73.6
Asia,India,,Calcutta,8,27,2010,85.2
Asia,China,,Guangzhou,1,11,2010,49.7
North America,US,Texas,San Antonio,7,23,2010,83.6
Europe,Hungary,,Budapest,3,9,2010,29.7
North America,US,Oregon,Salem,5,9,2010,55.0
Asia,Laos,,Vientiane,6,8,2010,81.4
North America,US,South Dakota,Sioux Falls,12,28,2010,18.6
Europe,Denmark,,Copenhagen,8,21,2010,68.2
Asia,Nepal,,Katmandu,6,5,2010,77.0
North America,US,Texas,Lubbock,6,6,2010,83.6
North America,US,Pennsylvania,Philadelphia,3,9,2010,51.1
North America,US,Georgia,Savannah,1,1,2010,51.9
North America,US,Ohio,Cleveland,10,25,2010,65.5
North America,US,Ohio,Akron Canton,9,9,2010,59.6
Africa,Nigeria,,Lagos,9,13,2010,79.4
North America,US,Oklahoma,Oklahoma City,7,26,2010,81.9
Europe,Poland,,Warsaw,4,4,2010,49.4
Middle East,Lebanon,,Beirut,9,6,2010,83.5
North America,US,Missouri,St Louis,1,24,2010,47.1
North America,Canada,,Halifax,3,17,2010,39.5
North America,Mexico,,Guadalajara,5,11,2010,-99.0
South/Central America & Carribean,Nicaragua,,Managua,8,13,2010,81.1
North America,US,Texas,San Angelo,3,8,2010,65.9
Middle East,Kuwait,,Kuwait,2,4,2010,63.0
North America,US,Illinois,Chicago,5,20,2010,62.5
Asia,Japan,,Tokyo,12,24,2010,46.0
North America,US,Arizona,Phoenix,3,17,2010,70.0
North America,US,Alabama,Mobile,8,4,2010,84.2
North America,US,Florida,Tampa St. Petersburg,5,5,2010,80.4
Asia,Myanmar (Burma),,Rangoon,9,11,2010,78.8
North America,US,Texas,Amarillo,7,27,2010,74.6
North America,US,New York,Albany,10,22,2010,40.2
Europe,Czech Republic,,Prague,4,14,2010,44.6
North America,Canada,,Edmonton,1,23,2010,21.0
Asia,Uzbekistan,,Tashkent,6,3,2010,65.7
Africa,Congo,,Brazzaville,1,23,2010,82.0
North America,US,South Dakota,Sioux Falls,6,2,2010,60.7
Europe,Belarus,,Minsk,6,11,2010,76.7
North America,US,Georgia,Macon,3,25,2010,59.4
South/Central America & Carribean,Brazil,,Rio de Janeiro,4,11,2010,74.7
Australia/South Pacific,New Zealand,,Auckland,3,2,2010,68.2
Europe,Italy,,Milan,4,24,2010,59.7
Middle East,Kuwait,,Kuwait,1,22,2010,61.4
Europe,Macedonia,,Skopje,1,31,2010,42.5
Africa,Malawi,,Lilongwe,12,12,2010,72.6
Asia,China,,Beijing,7,21,2010,81.8
Europe,Portugal,,Lisbon,7,30,2010,76.7
South/Central America & Carribean,Brazil,,Sao Paulo,12,28,2010,68.1
North America,US,Tennessee,Chattanooga,6,20,2010,81.9
Africa,Mozambique,,Maputo,6,3,2010,67.2
Asia,Pakistan,,Karachi,5,13,2010,88.5
North America,US,Iowa,Des Moines,7,11,2010,74.9
Asia,Singapore,,Singapore,9,7,2010,83.5
South/Central America & Carribean,Cuba,,Havana,6,9,2010,80.9
North America,US,Florida,Tampa St. Petersburg,6,1,2010,81.5
North America,US,Tennessee,Chattanooga,7,20,2010,83.5
South/Central America & Carribean,Uruguay,,Montvideo,11,15,2010,62.7
North America,US,Arizona,Phoenix,6,8,2010,94.9
South/Central America & Carribean,Bahamas,,Nassau,3,4,2010,64.5
North America,US,Illinois,Rockford,11,17,2010,41.3
North America,US,Indiana,Indianapolis,3,20,2010,55.7
North America,US,Illinois,Chicago,12,28,2010,17.6
North America,US,Ohio,Dayton,6,13,2010,74.3
Australia/South Pacific,Australia,,Brisbane,6,16,2010,60.7
North America,US,Wisconsin,Madison,11,4,2010,45.3
North America,US,District of Columbia,Washington,8,2,2010,75.4
North America,US,Texas,Lubbock,10,24,2010,63.6
North America,US,North Carolina,Asheville,12,15,2010,18.2
South/Central America & Carribean,Brazil,,Brasilia,8,21,2010,66.5
Europe,Sweden,,Stockholm,7,3,2010,72.0
Asia,China,,Shenyang,3,22,2010,35.9
North America,US,New York,Albany,8,25,2010,68.2
North America,US,Maine,Portland,3,14,2010,37.5
Europe,Switzerland,,Bern,6,5,2010,72.2
Asia,Mongolia,,Ulan-bator,9,18,2010,55.8
Europe,France,,Paris,4,20,2010,52.6
South/Central America & Carribean,Dominican Republic,,Santo Domingo,11,7,2010,78.0
South/Central America & Carribean,Cuba,,Havana,4,11,2010,76.5
North America,US,Michigan,Sault Ste Marie,9,8,2010,56.3
South/Central America & Carribean,Equador,,Guayaquil,9,29,2010,74.5
North America,Canada,,Winnipeg,10,4,2010,55.1
Asia,Japan,,Osaka,11,16,2010,51.1
North America,US,Louisiana,New Orleans,2,13,2010,40.3
Asia,Pakistan,,Islamabad,5,8,2010,79.1
North America,US,Kansas,Goodland,10,27,2010,42.3
Africa,Algeria,,Algiers,1,14,2010,59.8
Asia,China,,Chengdu,5,2,2010,77.4
South/Central America & Carribean,Guyana,,Georgetown,8,28,2010,-99.0
North America,US,Georgia,Atlanta,5,29,2010,72.5
North America,US,Texas,San Antonio,10,1,2010,74.4
North America,US,Florida,Miami Beach,5,29,2010,80.1
Middle East,Jordan,,Amman,8,13,2010,79.7
North America,US,Michigan,Detroit,1,5,2010,23.9
North America,US,Arkansas,Fort Smith,8,4,2010,92.6
Middle East,Turkey,,Istanbul,5,14,2010,71.2
North America,US,Kentucky,Lexington,1,4,2010,19.6
North America,US,Florida,Tampa St. Petersburg,5,6,2010,80.4
Africa,Central African Republic,,Bangui,9,14,2010,77.8
Europe,Spain,,Barcelona,11,10,2010,58.3
North America,Canada,,Edmonton,2,2,2010,16.1
South/Central America & Carribean,Brazil,,Brasilia,1,29,2010,74.6
North America,US,Ohio,Akron Canton,8,9,2010,70.4
North America,US,Additional Territories,San Juan Puerto Rico,9,10,2010,81.8
Middle East,Syria,,Damascus,12,12,2010,40.6
North America,US,Nevada,Reno,6,8,2010,70.9
North America,US,Louisiana,Lake Charles,5,24,2010,82.2
